workerid,proliferate.condition,attention,comments,id,response,sentence_a,sentence_b,shift_a,shift_b,slide_number_in_experiment,error
55,Group 8,,,416,7,John called off his first upcoming summer concert in the stadium in Brazil.,John called his first upcoming summer concert in the stadium in Brazil off.,0,1,28,
55,Group 8,0,,attention,,,,,,29,
103,Group 8,,,example1,1,,,,,2,
103,Group 8,,,example2,7,,,,,3,
103,Group 8,,,295,1,Janet met inside the expensive seafood restaurant on main street in downtown with her professor.,Janet met with her professor inside the expensive seafood restaurant on main street in downtown.,0,1,5,
103,Group 8,,,111,1,Melissa made in her kitchen a present in a white box.,Melissa made a present in a white box in her kitchen.,0,1,6,
103,Group 8,,,457,7,John carries out his genius plan to raise money.,John carries his genius plan to raise money out.,0,1,7,
103,Group 8,,,416,7,John called off his first upcoming summer concert in the stadium in Brazil.,John called his first upcoming summer concert in the stadium in Brazil off.,0,1,8,
103,Group 8,0,,attention,,,,,,9,
103,Group 8,,,251,5,Janet talked about the catastrophic failing project for the analysis for the paper with her assigned team in the company.,Janet talked with her assigned team in the company about the catastrophic failing project for the analysis for the paper.,1,0,10,
103,Group 8,,,258,6,Janet negotiatied about the failing project in the data for the analysis during the annual charity conference.,Janet negotiatied during the annual charity conference about the failing project in the data for the analysis.,1,0,11,
103,Group 8,,,80,7,Melissa awarded to the team a shiny trophy.,Melissa awarded a shiny trophy to the team.,1,0,12,
103,Group 8,,,71,6,Melissa prepared over the weekend a cake with her name in green frosting.,Melissa prepared a cake with her name in green frosting over the weekend.,1,0,13,
103,Group 8,0,,attention,,,,,,14,
103,Group 8,,,328,2,Janet chatted at the new local artisan cafe with a patio with her science professor.,Janet chatted with her science professor at the new local artisan cafe with a patio.,0,1,15,
103,Group 8,,,256,5,Janet argued about the catastrophic failing project in the data for the analysis with her economics team in the finance branch in the company.,Janet argued with her economics team in the finance branch in the company about the catastrophic failing project in the data for the analysis.,0,1,16,
103,Group 8,,,34,1,Melissa prepared for the party a blue vanilla sponge cake with her name.,Melissa prepared a blue vanilla sponge cake with her name for the party.,0,1,17,
103,Group 8,,,21,3,Melissa made over the weekend a wrapped present with red ribbon.,Melissa made a wrapped present with red ribbon over the weekend.,0,1,18,
103,Group 8,0,,attention,,,,,,19,
103,Group 8,,,161,6,John made a hearty feast with chicken for Mary from the dorms.,John made Mary from the dorms a hearty feast with chicken.,1,0,20,
103,Group 8,,,456,4,John gave up the running race on the track in the stadium in Canada.,John gave the running race on the track in the stadium in Canada up.,1,0,21,
103,Group 8,,,270,3,Janet chatted about the disorganized failing project during the academia charity conference for research endeavors.,Janet chatted during the academia charity conference for research endeavors about the disorganized failing project.,1,0,22,
103,Group 8,,,67,7,Melissa took at her university fascinating courses on astronomy under the famous professor.,Melissa took fascinating courses on astronomy under the famous professor at her university.,1,0,23,
103,Group 8,0,,attention,,,,,,24,
103,Group 8,,,460,7,John called back the young student with the question.,John called the young student with the question back.,0,1,25,
103,Group 8,,,336,5,Janet talked about the disorganized catastrophic failing project for the paper during the internal meeting for speaking with HR.,Janet talked during the internal meeting for speaking with HR about the disorganized catastrophic failing project for the paper.,0,1,26,
103,Group 8,,,276,4,Janet went with a large cheap van with space for her supplies to graduate class in the downtown campus.,Janet went to graduate class in the downtown campus with a large cheap van with space for her supplies.,0,1,27,
103,Group 8,,,133,7,John shipped a new sports car to his sweet friendly college roommate from Dubai.,John shipped his sweet friendly college roommate from Dubai a new sports car.,0,1,28,
103,Group 8,0,,attention,,,,,,29,
26,Group 8,,,example1,3,,,,,2,
26,Group 8,,,example2,6,,,,,3,
26,Group 8,,,336,6,Janet talked about the disorganized catastrophic failing project for the paper during the internal meeting for speaking with HR.,Janet talked during the internal meeting for speaking with HR about the disorganized catastrophic failing project for the paper.,0,1,5,
26,Group 8,,,456,6,John gave up the running race on the track in the stadium in Canada.,John gave the running race on the track in the stadium in Canada up.,0,1,6,
26,Group 8,,,416,6,John called off his first upcoming summer concert in the stadium in Brazil.,John called his first upcoming summer concert in the stadium in Brazil off.,0,1,7,
26,Group 8,,,161,2,John made a hearty feast with chicken for Mary from the dorms.,John made Mary from the dorms a hearty feast with chicken.,0,1,8,
26,Group 8,0,,attention,,,,,,9,
26,Group 8,,,80,7,Melissa awarded to the team a shiny trophy.,Melissa awarded a shiny trophy to the team.,1,0,10,
26,Group 8,,,251,6,Janet talked about the catastrophic failing project for the analysis for the paper with her assigned team in the company.,Janet talked with her assigned team in the company about the catastrophic failing project for the analysis for the paper.,1,0,11,
26,Group 8,,,258,3,Janet negotiatied about the failing project in the data for the analysis during the annual charity conference.,Janet negotiatied during the annual charity conference about the failing project in the data for the analysis.,1,0,12,
26,Group 8,,,133,7,John shipped a new sports car to his sweet friendly college roommate from Dubai.,John shipped his sweet friendly college roommate from Dubai a new sports car.,1,0,13,
26,Group 8,0,,attention,,,,,,14,
26,Group 8,,,71,1,Melissa prepared over the weekend a cake with her name in green frosting.,Melissa prepared a cake with her name in green frosting over the weekend.,0,1,15,
26,Group 8,,,21,2,Melissa made over the weekend a wrapped present with red ribbon.,Melissa made a wrapped present with red ribbon over the weekend.,0,1,16,
26,Group 8,,,256,6,Janet argued about the catastrophic failing project in the data for the analysis with her economics team in the finance branch in the company.,Janet argued with her economics team in the finance branch in the company about the catastrophic failing project in the data for the analysis.,0,1,17,
26,Group 8,,,460,1,John called back the young student with the question.,John called the young student with the question back.,0,1,18,
26,Group 8,0,,attention,,,,,,19,
26,Group 8,,,270,3,Janet chatted about the disorganized failing project during the academia charity conference for research endeavors.,Janet chatted during the academia charity conference for research endeavors about the disorganized failing project.,1,0,20,
26,Group 8,,,67,7,Melissa took at her university fascinating courses on astronomy under the famous professor.,Melissa took fascinating courses on astronomy under the famous professor at her university.,1,0,21,
26,Group 8,,,276,4,Janet went with a large cheap van with space for her supplies to graduate class in the downtown campus.,Janet went to graduate class in the downtown campus with a large cheap van with space for her supplies.,1,0,22,
26,Group 8,,,295,7,Janet met inside the expensive seafood restaurant on main street in downtown with her professor.,Janet met with her professor inside the expensive seafood restaurant on main street in downtown.,1,0,23,
26,Group 8,0,,attention,,,,,,24,
26,Group 8,,,457,7,John carries out his genius plan to raise money.,John carries his genius plan to raise money out.,0,1,25,
26,Group 8,,,34,1,Melissa prepared for the party a blue vanilla sponge cake with her name.,Melissa prepared a blue vanilla sponge cake with her name for the party.,0,1,26,
26,Group 8,,,111,6,Melissa made in her kitchen a present in a white box.,Melissa made a present in a white box in her kitchen.,0,1,27,
26,Group 8,,,328,2,Janet chatted at the new local artisan cafe with a patio with her science professor.,Janet chatted with her science professor at the new local artisan cafe with a patio.,0,1,28,
26,Group 8,0,,attention,,,,,,29,
21,Group 15,,,example1,3,,,,,2,
21,Group 15,,,example2,5,,,,,3,
21,Group 15,,,264,6,Janet went with a cheap van for her supplies to the crowded folk concert.,Janet went to the crowded folk concert with a cheap van for her supplies.,0,1,5,
21,Group 15,,,459,6,John cleans up the waxed hallway floors of the office of the business.,John cleans the waxed hallway floors of the office of the business up.,0,1,6,
21,Group 15,,,204,6,John mailed flowers from the nursery in town to his good trusted friend.,John mailed his good trusted friend flowers from the nursery in town.,0,1,7,
21,Group 15,,,332,2,Janet negotiatied about the disorganized project in the data during the dedicated complaints meeting for speaking with HR about company funding for organized projects.,Janet negotiatied during the dedicated complaints meeting for speaking with HR about company funding for organized projects about the disorganized project in the data.,0,1,8,
21,Group 15,0,,attention,,,,,,9,
21,Group 15,,,398,2,John brought in his professional tools in his house.,John brought his professional tools in his house in.,1,0,10,
21,Group 15,,,135,6,John made a grand feast with chicken for his old mother at the care home.,John made his old mother at the care home a grand feast with chicken.,1,0,11,
21,Group 15,,,281,2,Janet drove with a cheap rented van with space to graduate economics class of the finance building in the downtown campus.,Janet drove to graduate economics class of the finance building in the downtown campus with a cheap rented van with space.,1,0,12,
21,Group 15,,,394,5,John threw away his close friendly longtime relationship with Andrew since third grade.,John threw his close friendly longtime relationship with Andrew since third grade away.,1,0,13,
21,Group 15,0,,attention,,,,,,14,
21,Group 15,,,311,5,Janet talked about mean Sheila on the second floor to tall Michael with red hair from HR in the company.,Janet talked to tall Michael with red hair from HR in the company about mean Sheila on the second floor.,0,1,15,
21,Group 15,,,406,5,John called off his small wedding.,John called his small wedding off.,0,1,16,
21,Group 15,,,175,5,John sent pink flowers from the nursery in town with a lace wrap to his good trusted friend.,John sent his good trusted friend pink flowers from the nursery in town with a lace wrap.,0,1,17,
21,Group 15,,,194,5,John showed his handmade tailored outfit from the designer for the gala to his older step sister in college in Arkansas.,John showed his older step sister in college in Arkansas his handmade tailored outfit from the designer for the gala.,0,1,18,
21,Group 15,0,,attention,,,,,,19,
21,Group 15,,,263,5,Janet argued about the project for the analysis for the paper during the dedicated internal complaints meeting for organized projects.,Janet argued during the dedicated internal complaints meeting for organized projects about the project for the analysis for the paper.,1,0,20,
21,Group 15,,,454,4,John carries out his complicated science experiment.,John carries his complicated science experiment out.,1,0,21,
21,Group 15,,,18,5,Melissa noticed after the party the tall mysterious man from the forest.,Melissa noticed the tall mysterious man from the forest after the party.,1,0,22,
21,Group 15,,,37,6,Melissa prepared over the weekend fresh vegan muffins.,Melissa prepared fresh vegan muffins over the weekend.,1,0,23,
21,Group 15,0,,attention,,,,,,24,
21,Group 15,,,431,5,John brought up his standing issue with the rules.,John brought his standing issue with the rules up.,0,1,25,
21,Group 15,,,423,4,John backs up the rented van for his new home.,John backs the rented van for his new home up.,0,1,26,
21,Group 15,,,339,5,Janet drove in a truck from the military to advanced graduate class on the second floor.,Janet drove to advanced graduate class on the second floor in a truck from the military.,0,1,27,
21,Group 15,,,338,4,Janet went with a large cheap van for her supplies to the concert.,Janet went to the concert with a large cheap van for her supplies.,0,1,28,
21,Group 15,0,,attention,,,,,,29,
101,Group 15,,,example1,2,,,,,2,
101,Group 15,,,example2,7,,,,,3,
101,Group 15,,,423,7,John backs up the rented van for his new home.,John backs the rented van for his new home up.,0,1,5,
101,Group 15,,,459,7,John cleans up the waxed hallway floors of the office of the business.,John cleans the waxed hallway floors of the office of the business up.,0,1,6,
101,Group 15,,,204,7,John mailed flowers from the nursery in town to his good trusted friend.,John mailed his good trusted friend flowers from the nursery in town.,0,1,7,
101,Group 15,,,406,7,John called off his small wedding.,John called his small wedding off.,0,1,8,
101,Group 15,0,,attention,,,,,,9,
101,Group 15,,,311,2,Janet talked about mean Sheila on the second floor to tall Michael with red hair from HR in the company.,Janet talked to tall Michael with red hair from HR in the company about mean Sheila on the second floor.,1,0,10,
101,Group 15,,,263,7,Janet argued about the project for the analysis for the paper during the dedicated internal complaints meeting for organized projects.,Janet argued during the dedicated internal complaints meeting for organized projects about the project for the analysis for the paper.,1,0,11,
101,Group 15,,,37,7,Melissa prepared over the weekend fresh vegan muffins.,Melissa prepared fresh vegan muffins over the weekend.,1,0,12,
101,Group 15,,,194,1,John showed his handmade tailored outfit from the designer for the gala to his older step sister in college in Arkansas.,John showed his older step sister in college in Arkansas his handmade tailored outfit from the designer for the gala.,1,0,13,
101,Group 15,0,,attention,,,,,,14,
101,Group 15,,,394,7,John threw away his close friendly longtime relationship with Andrew since third grade.,John threw his close friendly longtime relationship with Andrew since third grade away.,0,1,15,
101,Group 15,,,264,1,Janet went with a cheap van for her supplies to the crowded folk concert.,Janet went to the crowded folk concert with a cheap van for her supplies.,0,1,16,
101,Group 15,,,338,1,Janet went with a large cheap van for her supplies to the concert.,Janet went to the concert with a large cheap van for her supplies.,0,1,17,
101,Group 15,,,175,7,John sent pink flowers from the nursery in town with a lace wrap to his good trusted friend.,John sent his good trusted friend pink flowers from the nursery in town with a lace wrap.,0,1,18,
101,Group 15,0,,attention,,,,,,19,
101,Group 15,,,332,1,Janet negotiatied about the disorganized project in the data during the dedicated complaints meeting for speaking with HR about company funding for organized projects.,Janet negotiatied during the dedicated complaints meeting for speaking with HR about company funding for organized projects about the disorganized project in the data.,1,0,20,
101,Group 15,,,135,7,John made a grand feast with chicken for his old mother at the care home.,John made his old mother at the care home a grand feast with chicken.,1,0,21,
101,Group 15,,,281,1,Janet drove with a cheap rented van with space to graduate economics class of the finance building in the downtown campus.,Janet drove to graduate economics class of the finance building in the downtown campus with a cheap rented van with space.,1,0,22,
101,Group 15,,,18,7,Melissa noticed after the party the tall mysterious man from the forest.,Melissa noticed the tall mysterious man from the forest after the party.,1,0,23,
101,Group 15,0,,attention,,,,,,24,
101,Group 15,,,339,1,Janet drove in a truck from the military to advanced graduate class on the second floor.,Janet drove to advanced graduate class on the second floor in a truck from the military.,0,1,25,
101,Group 15,,,398,7,John brought in his professional tools in his house.,John brought his professional tools in his house in.,0,1,26,
101,Group 15,,,431,7,John brought up his standing issue with the rules.,John brought his standing issue with the rules up.,0,1,27,
101,Group 15,,,454,7,John carries out his complicated science experiment.,John carries his complicated science experiment out.,0,1,28,
101,Group 15,0,,attention,,,,,,29,
123,Group 15,,,example1,1,,,,,2,
123,Group 15,,,example2,7,,,,,3,
123,Group 15,,sentence A is disorganised,332,6,Janet negotiatied about the disorganized project in the data during the dedicated complaints meeting for speaking with HR about company funding for organized projects.,Janet negotiatied during the dedicated complaints meeting for speaking with HR about company funding for organized projects about the disorganized project in the data.,0,1,5,
123,Group 15,,,194,7,John showed his handmade tailored outfit from the designer for the gala to his older step sister in college in Arkansas.,John showed his older step sister in college in Arkansas his handmade tailored outfit from the designer for the gala.,0,1,6,
123,Group 15,,"subject of the sentance comes first so amkes more sense
",18,1,Melissa noticed after the party the tall mysterious man from the forest.,Melissa noticed the tall mysterious man from the forest after the party.,0,1,7,
123,Group 15,,"A reads as if he's naming his wedding ""off""",406,7,John called off his small wedding.,John called his small wedding off.,0,1,8,
123,Group 15,0,,attention,,,,,,9,
123,Group 15,,,263,7,Janet argued about the project for the analysis for the paper during the dedicated internal complaints meeting for organized projects.,Janet argued during the dedicated internal complaints meeting for organized projects about the project for the analysis for the paper.,1,0,10,
123,Group 15,,,454,1,John carries out his complicated science experiment.,John carries his complicated science experiment out.,1,0,11,
123,Group 15,,,398,4,John brought in his professional tools in his house.,John brought his professional tools in his house in.,1,0,12,
123,Group 15,,,338,7,Janet went with a large cheap van for her supplies to the concert.,Janet went to the concert with a large cheap van for her supplies.,1,0,13,
123,Group 15,0,,attention,,,,,,14,
123,Group 15,,,264,4,Janet went with a cheap van for her supplies to the crowded folk concert.,Janet went to the crowded folk concert with a cheap van for her supplies.,0,1,15,
123,Group 15,,,281,4,Janet drove with a cheap rented van with space to graduate economics class of the finance building in the downtown campus.,Janet drove to graduate economics class of the finance building in the downtown campus with a cheap rented van with space.,0,1,16,
123,Group 15,,,459,7,John cleans up the waxed hallway floors of the office of the business.,John cleans the waxed hallway floors of the office of the business up.,0,1,17,
123,Group 15,,,431,7,John brought up his standing issue with the rules.,John brought his standing issue with the rules up.,0,1,18,
123,Group 15,0,,attention,,,,,,19,
123,Group 15,,,394,6,John threw away his close friendly longtime relationship with Andrew since third grade.,John threw his close friendly longtime relationship with Andrew since third grade away.,1,0,20,
123,Group 15,,,423,5,John backs up the rented van for his new home.,John backs the rented van for his new home up.,1,0,21,
123,Group 15,,,135,4,John made a grand feast with chicken for his old mother at the care home.,John made his old mother at the care home a grand feast with chicken.,1,0,22,
123,Group 15,,,339,7,Janet drove in a truck from the military to advanced graduate class on the second floor.,Janet drove to advanced graduate class on the second floor in a truck from the military.,1,0,23,
123,Group 15,0,,attention,,,,,,24,
123,Group 15,,,175,6,John sent pink flowers from the nursery in town with a lace wrap to his good trusted friend.,John sent his good trusted friend pink flowers from the nursery in town with a lace wrap.,0,1,25,
123,Group 15,,,37,2,Melissa prepared over the weekend fresh vegan muffins.,Melissa prepared fresh vegan muffins over the weekend.,0,1,26,
123,Group 15,,,204,4,John mailed flowers from the nursery in town to his good trusted friend.,John mailed his good trusted friend flowers from the nursery in town.,0,1,27,
123,Group 15,,,311,6,Janet talked about mean Sheila on the second floor to tall Michael with red hair from HR in the company.,Janet talked to tall Michael with red hair from HR in the company about mean Sheila on the second floor.,0,1,28,
123,Group 15,0,,attention,,,,,,29,
78,Group 15,,,example1,3,,,,,2,
78,Group 15,,,example2,6,,,,,3,
78,Group 15,,,332,6,Janet negotiatied about the disorganized project in the data during the dedicated complaints meeting for speaking with HR about company funding for organized projects.,Janet negotiatied during the dedicated complaints meeting for speaking with HR about company funding for organized projects about the disorganized project in the data.,0,1,5,
78,Group 15,,,135,4,John made a grand feast with chicken for his old mother at the care home.,John made his old mother at the care home a grand feast with chicken.,0,1,6,
78,Group 15,,,281,3,Janet drove with a cheap rented van with space to graduate economics class of the finance building in the downtown campus.,Janet drove to graduate economics class of the finance building in the downtown campus with a cheap rented van with space.,0,1,7,
78,Group 15,,More traditional English,454,6,John carries out his complicated science experiment.,John carries his complicated science experiment out.,0,1,8,
78,Group 15,0,,attention,,,,,,9,
78,Group 15,,,459,1,John cleans up the waxed hallway floors of the office of the business.,John cleans the waxed hallway floors of the office of the business up.,1,0,10,
78,Group 15,,,406,4,John called off his small wedding.,John called his small wedding off.,1,0,11,
78,Group 15,,,194,1,John showed his handmade tailored outfit from the designer for the gala to his older step sister in college in Arkansas.,John showed his older step sister in college in Arkansas his handmade tailored outfit from the designer for the gala.,1,0,12,
78,Group 15,,,423,1,John backs up the rented van for his new home.,John backs the rented van for his new home up.,1,0,13,
78,Group 15,0,,attention,,,,,,14,
78,Group 15,,,431,7,John brought up his standing issue with the rules.,John brought his standing issue with the rules up.,0,1,15,
78,Group 15,,,339,6,Janet drove in a truck from the military to advanced graduate class on the second floor.,Janet drove to advanced graduate class on the second floor in a truck from the military.,0,1,16,
78,Group 15,,,394,7,John threw away his close friendly longtime relationship with Andrew since third grade.,John threw his close friendly longtime relationship with Andrew since third grade away.,0,1,17,
78,Group 15,,,18,1,Melissa noticed after the party the tall mysterious man from the forest.,Melissa noticed the tall mysterious man from the forest after the party.,0,1,18,
78,Group 15,0,,attention,,,,,,19,
78,Group 15,,,263,4,Janet argued about the project for the analysis for the paper during the dedicated internal complaints meeting for organized projects.,Janet argued during the dedicated internal complaints meeting for organized projects about the project for the analysis for the paper.,1,0,20,
78,Group 15,,,37,4,Melissa prepared over the weekend fresh vegan muffins.,Melissa prepared fresh vegan muffins over the weekend.,1,0,21,
78,Group 15,,,338,7,Janet went with a large cheap van for her supplies to the concert.,Janet went to the concert with a large cheap van for her supplies.,1,0,22,
78,Group 15,,,311,4,Janet talked about mean Sheila on the second floor to tall Michael with red hair from HR in the company.,Janet talked to tall Michael with red hair from HR in the company about mean Sheila on the second floor.,1,0,23,
78,Group 15,0,,attention,,,,,,24,
78,Group 15,,,175,2,John sent pink flowers from the nursery in town with a lace wrap to his good trusted friend.,John sent his good trusted friend pink flowers from the nursery in town with a lace wrap.,0,1,25,
78,Group 15,,,204,4,John mailed flowers from the nursery in town to his good trusted friend.,John mailed his good trusted friend flowers from the nursery in town.,0,1,26,
78,Group 15,,,398,5,John brought in his professional tools in his house.,John brought his professional tools in his house in.,0,1,27,
78,Group 15,,,264,4,Janet went with a cheap van for her supplies to the crowded folk concert.,Janet went to the crowded folk concert with a cheap van for her supplies.,0,1,28,
78,Group 15,0,,attention,,,,,,29,
133,Group 16,,,example1,2,,,,,2,
133,Group 16,,,example2,6,,,,,3,
133,Group 16,,Sentence A has the word out in the wrong place,435,6,John put out a formal statement on the website for the press.,John put a formal statement on the website for the press out.,0,1,5,
133,Group 16,,"It sounds like they have a ""seafood restaurant"" in the biology department",253,4,Janet chatted inside the American seafood restaurant with her professor in the biology department at the university.,Janet chatted with her professor in the biology department at the university inside the American seafood restaurant.,0,1,6,
133,Group 16,,,361,6,Janet talked about a large generous raise for her project during the dedicated meeting for speaking with HR for organized projects.,Janet talked during the dedicated meeting for speaking with HR for organized projects about a large generous raise for her project.,0,1,7,
133,Group 16,,,403,6,John backs up his fast car for racing from Germany.,John backs his fast car for racing from Germany up.,0,1,8,
133,Group 16,0,,attention,,,,,,9,
133,Group 16,,,30,7,Melissa baked for the party a multilevel blue cake with her name.,Melissa baked a multilevel blue cake with her name for the party.,1,0,10,
133,Group 16,,,324,7,Janet talked about the failing project for the analysis for the paper with her new assigned economics team for stock predictions.,Janet talked with her new assigned economics team for stock predictions about the failing project for the analysis for the paper.,1,0,11,
133,Group 16,,,49,6,Melissa made for the party vegan muffins with white frosting with egg substitute.,Melissa made vegan muffins with white frosting with egg substitute for the party.,1,0,12,
133,Group 16,,,207,1,John sells small apartments with balconies in downtown to students with jobs at the campus in the city.,John sells students with jobs at the campus in the city small apartments with balconies in downtown.,1,0,13,
133,Group 16,0,,attention,,,,,,14,
133,Group 16,,,438,7,John carries out his detailed plan to recover from getting fired.,John carries his detailed plan to recover from getting fired out.,0,1,15,
133,Group 16,,,241,7,John mailed the documents with his full name to his sweet roommate.,John mailed his sweet roommate the documents with his full name.,0,1,16,
133,Group 16,,,436,7,John cleans up the food mess in the living room.,John cleans the food mess in the living room up.,0,1,17,
133,Group 16,,,259,6,Janet negotiatied about a large generous raise for the budget for her project during the dedicated internal meeting.,Janet negotiatied during the dedicated internal meeting about a large generous raise for the budget for her project.,0,1,18,
133,Group 16,0,,attention,,,,,,19,
133,Group 16,,,246,1,John sells cheap apartments on the main street to wealthy students at the campus in the city.,John sells wealthy students at the campus in the city cheap apartments on the main street.,1,0,20,
133,Group 16,,,448,1,John put out the massive hot fire from the cinders.,John put the massive hot fire from the cinders out.,1,0,21,
133,Group 16,,,116,6,Melissa made in her kitchen a cake in green frosting with pink bows.,Melissa made a cake in green frosting with pink bows in her kitchen.,1,0,22,
133,Group 16,,,439,2,John takes apart the old television remote for the television.,John takes the old television remote for the television apart.,1,0,23,
133,Group 16,0,,attention,,,,,,24,
133,Group 16,,,428,3,John gave up the race.,John gave the race up.,0,1,25,
133,Group 16,,,405,7,John put on a green rain jacket with a hood with fleece lining.,John put a green rain jacket with a hood with fleece lining on.,0,1,26,
133,Group 16,,,225,7,John constructed a big green boat with powered engines for driving on the water for the injured homeless citizens without shelter in a city in the Midwest.,John constructed the injured homeless citizens without shelter in a city in the Midwest a big green boat with powered engines for driving on the water.,0,1,27,
133,Group 16,,,317,6,Janet argued about the failing project for the paper with her assigned economics team for stock predictions in the company.,Janet argued with her assigned economics team for stock predictions in the company about the failing project for the paper.,0,1,28,
133,Group 16,0,,attention,,,,,,29,
60,Group 16,,,example1,1,,,,,2,
60,Group 16,,,example2,7,,,,,3,
60,Group 16,,,241,7,John mailed the documents with his full name to his sweet roommate.,John mailed his sweet roommate the documents with his full name.,0,1,5,
60,Group 16,,,438,7,John carries out his detailed plan to recover from getting fired.,John carries his detailed plan to recover from getting fired out.,0,1,6,
60,Group 16,,,246,7,John sells cheap apartments on the main street to wealthy students at the campus in the city.,John sells wealthy students at the campus in the city cheap apartments on the main street.,0,1,7,
60,Group 16,,,225,6,John constructed a big green boat with powered engines for driving on the water for the injured homeless citizens without shelter in a city in the Midwest.,John constructed the injured homeless citizens without shelter in a city in the Midwest a big green boat with powered engines for driving on the water.,0,1,8,
60,Group 16,0,,attention,,,,,,9,
60,Group 16,,,253,1,Janet chatted inside the American seafood restaurant with her professor in the biology department at the university.,Janet chatted with her professor in the biology department at the university inside the American seafood restaurant.,1,0,10,
60,Group 16,,,439,6,John takes apart the old television remote for the television.,John takes the old television remote for the television apart.,1,0,11,
60,Group 16,,,448,2,John put out the massive hot fire from the cinders.,John put the massive hot fire from the cinders out.,1,0,12,
60,Group 16,,,403,3,John backs up his fast car for racing from Germany.,John backs his fast car for racing from Germany up.,1,0,13,
60,Group 16,0,,attention,,,,,,14,
60,Group 16,,,207,2,John sells small apartments with balconies in downtown to students with jobs at the campus in the city.,John sells students with jobs at the campus in the city small apartments with balconies in downtown.,0,1,15,
60,Group 16,,,405,6,John put on a green rain jacket with a hood with fleece lining.,John put a green rain jacket with a hood with fleece lining on.,0,1,16,
60,Group 16,,,49,3,Melissa made for the party vegan muffins with white frosting with egg substitute.,Melissa made vegan muffins with white frosting with egg substitute for the party.,0,1,17,
60,Group 16,,,361,4,Janet talked about a large generous raise for her project during the dedicated meeting for speaking with HR for organized projects.,Janet talked during the dedicated meeting for speaking with HR for organized projects about a large generous raise for her project.,0,1,18,
60,Group 16,0,,attention,,,,,,19,
60,Group 16,,,116,3,Melissa made in her kitchen a cake in green frosting with pink bows.,Melissa made a cake in green frosting with pink bows in her kitchen.,1,0,20,
60,Group 16,,,259,5,Janet negotiatied about a large generous raise for the budget for her project during the dedicated internal meeting.,Janet negotiatied during the dedicated internal meeting about a large generous raise for the budget for her project.,1,0,21,
60,Group 16,,,30,6,Melissa baked for the party a multilevel blue cake with her name.,Melissa baked a multilevel blue cake with her name for the party.,1,0,22,
60,Group 16,,,436,2,John cleans up the food mess in the living room.,John cleans the food mess in the living room up.,1,0,23,
60,Group 16,0,,attention,,,,,,24,
60,Group 16,,,324,2,Janet talked about the failing project for the analysis for the paper with her new assigned economics team for stock predictions.,Janet talked with her new assigned economics team for stock predictions about the failing project for the analysis for the paper.,0,1,25,
60,Group 16,,,428,7,John gave up the race.,John gave the race up.,0,1,26,
60,Group 16,,,435,6,John put out a formal statement on the website for the press.,John put a formal statement on the website for the press out.,0,1,27,
60,Group 16,,,317,6,Janet argued about the failing project for the paper with her assigned economics team for stock predictions in the company.,Janet argued with her assigned economics team for stock predictions in the company about the failing project for the paper.,0,1,28,
60,Group 16,0,,attention,,,,,,29,
115,Group 16,,,example1,1,,,,,2,
115,Group 16,,,example2,7,,,,,3,
115,Group 16,,,403,6,John backs up his fast car for racing from Germany.,John backs his fast car for racing from Germany up.,0,1,5,
115,Group 16,,both are clunky and badly written,405,6,John put on a green rain jacket with a hood with fleece lining.,John put a green rain jacket with a hood with fleece lining on.,0,1,6,
115,Group 16,,,317,2,Janet argued about the failing project for the paper with her assigned economics team for stock predictions in the company.,Janet argued with her assigned economics team for stock predictions in the company about the failing project for the paper.,0,1,7,
115,Group 16,,up,436,7,John cleans up the food mess in the living room.,John cleans the food mess in the living room up.,0,1,8,
115,Group 16,0,,attention,,,,,,9,
115,Group 16,,,116,5,Melissa made in her kitchen a cake in green frosting with pink bows.,Melissa made a cake in green frosting with pink bows in her kitchen.,1,0,10,
115,Group 16,,,428,7,John gave up the race.,John gave the race up.,1,0,11,
115,Group 16,,,361,4,Janet talked about a large generous raise for her project during the dedicated meeting for speaking with HR for organized projects.,Janet talked during the dedicated meeting for speaking with HR for organized projects about a large generous raise for her project.,1,0,12,
115,Group 16,,,30,7,Melissa baked for the party a multilevel blue cake with her name.,Melissa baked a multilevel blue cake with her name for the party.,1,0,13,
115,Group 16,0,,attention,,,,,,14,
115,Group 16,,,448,6,John put out the massive hot fire from the cinders.,John put the massive hot fire from the cinders out.,0,1,15,
115,Group 16,,,246,7,John sells cheap apartments on the main street to wealthy students at the campus in the city.,John sells wealthy students at the campus in the city cheap apartments on the main street.,0,1,16,
115,Group 16,,,241,7,John mailed the documents with his full name to his sweet roommate.,John mailed his sweet roommate the documents with his full name.,0,1,17,
115,Group 16,,,324,6,Janet talked about the failing project for the analysis for the paper with her new assigned economics team for stock predictions.,Janet talked with her new assigned economics team for stock predictions about the failing project for the analysis for the paper.,0,1,18,
115,Group 16,0,,attention,,,,,,19,
115,Group 16,,,49,7,Melissa made for the party vegan muffins with white frosting with egg substitute.,Melissa made vegan muffins with white frosting with egg substitute for the party.,1,0,20,
115,Group 16,,,253,4,Janet chatted inside the American seafood restaurant with her professor in the biology department at the university.,Janet chatted with her professor in the biology department at the university inside the American seafood restaurant.,1,0,21,
115,Group 16,,,438,1,John carries out his detailed plan to recover from getting fired.,John carries his detailed plan to recover from getting fired out.,1,0,22,
115,Group 16,,,435,3,John put out a formal statement on the website for the press.,John put a formal statement on the website for the press out.,1,0,23,
115,Group 16,0,,attention,,,,,,24,
